Time	V/V	Vw	Hct	Em	pHi	pHo	MCHC	Density	QNa	QK	QA	QCa	QMg	CNa	CK	CA	CCa2+	CMg2+	CHb	CX	COs	rA	rH	fHb	nHb	MNa	MK	MA	FNaP	FCaP	FKP	FNa	FK	FA	FH	FW	FNaG	FKG	FAG	FHG
  5.710	  0.871	  0.621	  8.710	-67.496	  7.190	  7.431	 39.037	  1.103	  7.484	 80.374	 50.682	  0.921	  3.118	 12.052	129.433	 81.617	  0.268	  0.393	  8.489	 53.863	 28.919	  1.789	  1.741	  3.407	 -5.823	143.435	  7.644	145.993	 -3.526	 -7.798	  2.351	 -0.638	-221.006	-193.152	 17.358	 -1.223	  0.594	-222.188	-230.567	  0.000
  6.478	  0.856	  0.606	  8.557	-66.706	  7.186	  7.437	 39.731	  1.105	  7.475	 77.607	 48.274	  0.941	  3.168	 12.341	128.119	 79.694	  0.274	  0.393	  8.702	 55.217	 30.589	  1.832	  1.782	  3.515	 -5.780	143.194	  7.938	146.014	 -3.626	 -7.789	  2.417	 -0.747	-211.329	-183.085	 17.948	 -1.156	  0.587	-212.628	-221.038	  0.000
  7.281	  0.841	  0.591	  8.407	-65.914	  7.181	  7.443	 40.441	  1.107	  7.465	 74.845	 45.893	  0.962	  3.220	 12.636	126.700	 77.689	  0.280	  0.393	  8.923	 56.621	 32.392	  1.880	  1.827	  3.630	 -5.734	142.956	  8.232	146.035	 -3.725	 -7.778	  2.483	 -0.855	-201.482	-172.865	 18.538	 -1.089	  0.581	-202.899	-211.338	  0.000
  8.124	  0.826	  0.576	  8.259	-65.114	  7.176	  7.450	 41.166	  1.109	  7.452	 72.088	 43.540	  0.985	  3.274	 12.939	125.169	 75.599	  0.287	  0.394	  9.153	 58.076	 34.338	  1.932	  1.876	  3.752	 -5.683	142.723	  8.524	146.056	 -3.823	 -7.767	  2.549	 -0.962	-191.451	-162.518	 19.106	 -1.021	  0.574	-192.987	-201.454	  0.000
  9.010	  0.811	  0.561	  8.114	-64.305	  7.171	  7.457	 41.905	  1.111	  7.437	 69.336	 41.217	  1.010	  3.328	 13.248	123.514	 73.423	  0.294	  0.394	  9.390	 59.583	 36.440	  1.990	  1.930	  3.881	 -5.629	142.494	  8.816	146.078	 -3.919	 -7.755	  2.613	 -1.067	-181.224	-152.061	 19.635	 -0.952	  0.568	-182.880	-191.374	  0.000
  9.946	  0.797	  0.547	  7.970	-63.480	  7.165	  7.464	 42.658	  1.113	  7.419	 66.589	 38.926	  1.036	  3.384	 13.563	121.725	 71.158	  0.301	  0.395	  9.636	 61.142	 38.709	  2.053	  1.991	  4.017	 -5.570	142.269	  9.107	146.100	 -4.014	 -7.741	  2.676	 -1.169	-170.791	-141.506	 20.109	 -0.883	  0.561	-172.567	-181.085	  0.000
 10.941	  0.783	  0.533	  7.830	-62.638	  7.159	  7.472	 43.423	  1.115	  7.399	 63.848	 36.671	  1.064	  3.440	 13.882	119.793	 68.802	  0.310	  0.395	  9.890	 62.755	 41.158	  2.124	  2.058	  4.162	 -5.506	142.049	  9.397	146.122	 -4.106	 -7.726	  2.737	 -1.269	-160.142	-130.869	 20.509	 -0.814	  0.554	-162.038	-170.578	  0.000
 12.002	  0.769	  0.519	  7.692	-61.772	  7.152	  7.481	 44.202	  1.117	  7.376	 61.112	 34.451	  1.094	  3.497	 14.206	117.704	 66.355	  0.318	  0.396	 10.153	 64.421	 43.802	  2.202	  2.133	  4.314	 -5.437	141.835	  9.687	146.145	 -4.195	 -7.709	  2.796	 -1.365	-149.268	-120.170	 20.814	 -0.745	  0.547	-151.284	-159.844	  0.000
 13.142	  0.756	  0.506	  7.557	-60.878	  7.144	  7.490	 44.991	  1.119	  7.349	 58.382	 32.271	  1.126	  3.555	 14.532	115.448	 63.815	  0.328	  0.396	 10.424	 66.141	 46.653	  2.291	  2.217	  4.476	 -5.362	141.625	  9.975	146.168	 -4.279	 -7.690	  2.853	 -1.457	-138.165	-109.434	 20.998	 -0.677	  0.540	-140.299	-148.874	  0.000
 14.376	  0.742	  0.492	  7.425	-59.950	  7.136	  7.500	 45.791	  1.121	  7.318	 55.658	 30.132	  1.159	  3.613	 14.859	113.012	 61.183	  0.338	  0.397	 10.703	 67.914	 49.727	  2.389	  2.312	  4.646	 -5.280	141.421	 10.263	146.191	 -4.357	 -7.668	  2.905	 -1.542	-126.830	-98.692	 21.031	 -0.608	  0.533	-129.079	-137.667	  0.000
 15.724	  0.730	  0.480	  7.296	-58.980	  7.127	  7.511	 46.601	  1.123	  7.283	 52.941	 28.037	  1.195	  3.671	 15.184	110.384	 58.460	  0.348	  0.397	 10.991	 69.740	 53.038	  2.501	  2.420	  4.826	 -5.190	141.222	 10.550	146.214	 -4.429	 -7.644	  2.952	 -1.620	-115.264	-87.981	 20.879	 -0.541	  0.526	-117.624	-126.219	  0.000
 17.213	  0.717	  0.467	  7.170	-57.964	  7.117	  7.523	 47.418	  1.126	  7.241	 50.230	 25.989	  1.233	  3.729	 15.505	107.550	 55.648	  0.359	  0.397	 11.287	 71.617	 56.600	  2.628	  2.543	  5.015	 -5.093	141.030	 10.836	146.238	 -4.490	 -7.617	  2.994	 -1.688	-103.471	-77.346	 20.500	 -0.474	  0.518	-105.938	-114.534	  0.000
 18.879	  0.705	  0.455	  7.048	-56.891	  7.107	  7.535	 48.241	  1.128	  7.194	 47.527	 23.992	  1.272	  3.785	 15.817	104.501	 52.752	  0.371	  0.397	 11.590	 73.544	 60.427	  2.773	  2.684	  5.214	 -4.986	140.843	 11.122	146.261	 -4.541	 -7.586	  3.027	 -1.745	-91.464	-66.838	 19.847	 -0.409	  0.510	-94.029	-102.619	  0.000
 20.774	  0.693	  0.443	  6.929	-55.755	  7.095	  7.549	 49.068	  1.130	  7.138	 44.834	 22.048	  1.313	  3.841	 16.116	101.225	 49.778	  0.383	  0.396	 11.901	 75.517	 64.529	  2.939	  2.847	  5.422	 -4.870	140.664	 11.406	146.284	 -4.576	 -7.552	  3.051	 -1.787	-79.261	-56.520	 18.865	 -0.345	  0.502	-81.916	-90.491	  0.000
 22.978	  0.681	  0.431	  6.814	-54.547	  7.082	  7.565	 49.897	  1.132	  7.072	 42.156	 20.162	  1.355	  3.894	 16.392	 97.718	 46.736	  0.395	  0.395	 12.219	 77.531	 68.915	  3.130	  3.037	  5.640	 -4.744	140.491	 11.689	146.306	 -4.594	 -7.512	  3.063	 -1.810	-66.894	-46.465	 17.494	 -0.284	  0.493	-69.625	-78.176	  0.000
 25.614	  0.670	  0.420	  6.703	-53.259	  7.069	  7.582	 50.724	  1.134	  6.992	 39.500	 18.343	  1.397	  3.945	 16.636	 93.981	 43.642	  0.408	  0.394	 12.542	 79.581	 73.586	  3.353	  3.259	  5.867	 -4.605	140.327	 11.969	146.328	 -4.590	 -7.468	  3.060	 -1.812	-54.413	-36.761	 15.667	 -0.225	  0.484	-57.206	-65.720	  0.000
 28.895	  0.660	  0.410	  6.596	-51.888	  7.053	  7.600	 51.544	  1.136	  6.894	 36.881	 16.598	  1.440	  3.993	 16.829	 90.035	 40.520	  0.421	  0.393	 12.868	 81.653	 78.528	  3.612	  3.519	  6.102	 -4.455	140.172	 12.246	146.348	 -4.560	 -7.417	  3.040	 -1.787	-41.906	-27.522	 13.323	 -0.168	  0.474	-44.742	-53.205	  0.000
 33.221	  0.649	  0.399	  6.495	-50.444	  7.037	  7.620	 52.348	  1.139	  6.767	 34.331	 14.945	  1.482	  4.036	 16.938	 85.936	 37.411	  0.433	  0.391	 13.195	 83.724	 83.695	  3.912	  3.825	  6.343	 -4.293	140.028	 12.515	146.367	 -4.497	 -7.361	  2.998	 -1.730	-29.538	-18.906	 10.422	 -0.116	  0.464	-32.391	-40.787	  0.000
 39.472	  0.640	  0.390	  6.401	-48.972	  7.020	  7.641	 53.119	  1.141	  6.592	 31.924	 13.417	  1.521	  4.075	 16.898	 81.841	 34.396	  0.444	  0.389	 13.514	 85.746	 88.962	  4.256	  4.177	  6.583	 -4.122	139.901	 12.770	146.384	 -4.396	 -7.300	  2.931	 -1.633	-17.660	-11.165	  7.006	 -0.069	  0.455	-20.502	-28.813	  0.000
 50.031	  0.632	  0.382	  6.319	-47.638	  7.004	  7.662	 53.809	  1.142	  6.317	 29.865	 12.096	  1.554	  4.107	 16.543	 78.209	 31.675	  0.454	  0.386	 13.804	 87.589	 93.957	  4.622	  4.557	  6.807	 -3.955	139.804	 12.987	146.397	 -4.250	 -7.239	  2.833	 -1.490	 -7.212	 -4.823	  3.409	 -0.030	  0.446	-10.003	-18.212	  0.000
 71.748	  0.626	  0.376	  6.263	-46.965	  6.991	  7.678	 54.286	  1.144	  5.818	 28.738	 11.206	  1.577	  4.127	 15.460	 76.366	 29.780	  0.461	  0.384	 14.008	 88.882	 97.576	  4.916	  4.864	  6.966	 -3.832	139.773	 13.104	146.405	 -4.048	 -7.192	  2.699	 -1.284	 -0.826	 -1.140	  0.865	 -0.007	  0.442	 -3.510	-11.609	  0.000
107.191	  0.624	  0.374	  6.241	-47.192	  6.986	  7.685	 54.481	  1.144	  5.135	 28.754	 10.847	  1.586	  4.134	 13.728	 76.867	 28.996	  0.464	  0.383	 14.092	 89.414	 99.094	  5.049	  4.999	  7.032	 -3.780	139.814	 13.099	146.409	 -3.808	 -7.172	  2.539	 -1.034	  0.345	 -0.373	  0.284	 -0.002	  0.445	 -2.186	-10.182	  0.000
120.006	  0.624	  0.374	  6.236	-47.316	  6.985	  7.686	 54.521	  1.144	  4.923	 28.830	 10.773	  1.587	  4.136	 13.177	 77.165	 28.835	  0.464	  0.383	 14.109	 89.524	 99.409	  5.078	  5.027	  7.046	 -3.769	139.831	 13.090	146.410	 -3.730	 -7.167	  2.487	 -0.952	  0.362	 -0.311	  0.252	 -0.010	  0.446	 -2.117	-10.082	  0.000
