Time	V/V	Vw	Hct	Em	pHi	pHo	MCHC	Density	QNa	QK	QA	QCa	QMg	CNa	CK	CA	CCa2+	CMg2+	CHb	CX	COs	rA	rH	fHb	nHb	MNa	MK	MA	FNaP	FCaP	FKP	FNa	FK	FA	FH	FW	FNaG	FKG	FAG	FHG
        0.7124228487	        0.8796098368	        0.6296098368	        8.7960983682	      -24.3079437898	        7.0871556573	        7.2374442705	       38.6535013331	        1.1023180918	        7.4979640734	       79.8963014999	       53.8493643504	        0.5196978512	        2.6160704578	       11.9089055396	      126.8981150353	       85.5281496595	        0.1478090249	        0.2932229222	        8.3723562137	       53.1367075675	       28.0348579632	        1.7229653204	        1.4134765673	        3.3485027688	       -4.7915565734	      145.2941956770	        7.7025573607	      147.3620357844	       -3.1615970927	       -7.1300980440	        2.1077313951	       -0.4927363829	    -1981.0171911159	    -1612.6944025218	      229.5052607841	      -10.7864909288	        0.3248732654	    -1981.9225300285	    -1996.9117170992	        0.0000000000
        0.7968842671	        0.8646566037	        0.6146566037	        8.6465660366	      -24.6273351124	        7.0812167282	        7.2436140589	       39.3219688095	        1.1040875645	        7.4972197564	       77.1473920407	       51.6030934587	        0.5433969398	        2.6875328977	       12.1974118749	      125.5129963324	       83.9543464619	        0.1547465773	        0.2989547159	        8.5760370882	       54.4294059177	       29.5933605558	        1.7553204376	        1.4534407445	        3.4507034253	       -4.7321672825	      145.0530764863	        7.9949516155	      147.3667801709	       -3.2302534236	       -7.1427110825	        2.1535022824	       -0.5640823089	    -1924.4119077006	    -1577.6579056255	      216.0901731637	      -10.4540865410	        0.3258328501	    -1925.4087240747	    -1940.4450632801	        0.0000000000
        0.8842366385	        0.8497043284	        0.5997043284	        8.4970432844	      -24.9814427108	        7.0753901328	        7.2496702308	       40.0139187973	        1.1059191968	        7.4963470675	       74.3891194798	       49.3365673859	        0.5655713338	        2.7580989098	       12.5000716387	      124.0429924413	       82.2681528982	        0.1612251658	        0.3041544587	        8.7898612357	       55.7864804270	       31.2945156362	        1.7913831277	        1.4937574971	        3.5602968917	       -4.6739013278	      144.8123872413	        8.2879009133	      147.3737810469	       -3.2978780261	       -7.1517581684	        2.1985853507	       -0.6340036343	    -1864.6305018266	    -1535.0622877533	      206.4570817995	      -10.0829647438	        0.3269775797	    -1865.7202174169	    -1880.7960477532	        0.0000000000
        0.9748186432	        0.8347874499	        0.5847874499	        8.3478744991	      -25.3720949646	        7.0695802548	        7.2557128261	       40.7289304645	        1.1078118748	        7.4953378696	       71.6217085802	       47.0559981608	        0.5867491576	        2.8277179549	       12.8172002849	      122.4747702627	       80.4668399912	        0.1674021660	        0.3088245661	        9.0140748237	       57.2094934420	       33.1515072402	        1.8315980659	        1.5350855065	        3.6777492853	       -4.6158025477	      144.5726812916	        8.5814116856	      147.3829084973	       -3.3641018600	       -7.1572961679	        2.2427345733	       -0.7020890084	    -1801.4311724576	    -1485.3874943272	      199.7423975291	       -9.6756436519	        0.3283202780	    -1802.6150248033	    -1817.7226631727	        0.0000000000
        1.0690220710	        0.8199411776	        0.5699411776	        8.1994117758	      -25.8013834498	        7.0637022145	        7.2618307900	       41.4663892115	        1.1097639714	        7.4941831659	       68.8457740892	       44.7676326030	        0.6073813831	        2.8965224550	       13.1490467100	      120.7945254662	       78.5478122379	        0.1734121651	        0.3130036937	        9.2488804755	       58.6997309490	       35.1784033626	        1.8764881858	        1.5780784003	        3.8035309739	       -4.5570221447	      144.3345207845	        8.8754511768	      147.3940416877	       -3.4284868770	       -7.1595173881	        2.2856579180	       -0.7678541181	    -1734.5726767889	    -1428.9794032708	      195.3352534635	       -9.2341426027	        0.3298756722	    -1735.8516525267	    -1750.9836397092	        0.0000000000
        1.1673125004	        0.8052012380	        0.5552012380	        8.0520123798	      -26.2716235372	        7.0576761289	        7.2681080063	       42.2254691080	        1.1117733006	        7.4928729146	       66.0621523117	       42.4777947562	        0.6278650214	        2.9647588472	       13.4957784710	      118.9877611806	       76.5088257203	        0.1793738140	        0.3167529899	        9.4944273695	       60.2581397375	       37.3900961693	        1.9266673962	        1.6234236832	        3.9381096631	       -4.4967612892	      144.0984725690	        9.1699660644	      147.4070600353	       -3.4904931282	       -7.1586600836	        2.3269954188	       -0.8307094788	    -1663.8156116700	    -1366.1056063018	      192.7770413591	       -8.7602982793	        0.3316602285	    -1665.1903543093	    -1680.3395111496	        0.0000000000
        1.2702537923	        0.7906037417	        0.5406037417	        7.9060374173	      -26.7853051140	        7.0514229981	        7.2746276429	       43.0051088876	        1.1138370529	        7.4913958211	       63.2717995519	       40.1929457482	        0.6485621666	        3.0327409252	       13.8574620241	      117.0391446969	       74.3482566726	        0.1853954773	        0.3201467480	        9.7507978998	       61.8852427354	       39.8021759215	        1.9828552952	        1.6718782377	        4.0819404043	       -4.4342299811	      143.8651060976	        9.4648937080	      147.4218344304	       -3.5494477333	       -7.1549560648	        2.3662984888	       -0.8899302653	    -1588.9262578226	    -1296.9974710638	      191.6961310228	       -8.2559892288	        0.3336919428	    -1590.3969493869	    -1605.5563180643	        0.0000000000
        1.3785393353	        0.7761851192	        0.5261851192	        7.7618511923	      -27.3450226044	        7.0448614884	        7.2814755791	       43.8039832996	        1.1159517205	        7.4897390997	       60.4757313416	       37.9197589226	        0.6698156783	        3.1008174503	       14.2340382234	      114.9324242206	       72.0654338882	        0.1915799019	        0.3232660007	       10.0179910774	       63.5810336669	       42.4307220609	        2.0458937099	        1.7243050127	        4.2354521713	       -4.3686148836	      143.6349924711	        9.7601688992	      147.4382178959	       -3.6045121989	       -7.1485987420	        2.4030081326	       -0.9446248129	    -1509.6829633375	    -1221.8857855672	      191.7635946674	       -7.7233150742	        0.3359900181	    -1511.2491772324	    -1526.4118880481	        0.0000000000
        1.4930340363	        0.7619820742	        0.5119820742	        7.6198207424	      -27.9533718259	        7.0379051367	        7.2887434222	       44.6204722520	        1.1181130148	        7.4878881913	       57.6749846736	       35.6652072264	        0.6919620200	        3.1693483458	       14.6252936736	      112.6503984727	       69.6610467849	        0.1980280480	        0.3261940027	       10.2959031082	       65.3448537831	       45.2919945515	        2.1167645620	        1.7817152022	        4.3990307674	       -4.2990513668	      143.4087038075	       10.0557280541	      147.4560351864	       -3.6546453136	       -7.1397212871	        2.4364302091	       -0.9936991737	    -1425.8852046117	    -1141.0348372819	      192.6609013134	       -7.1647524032	        0.3385743503	    -1427.5457255252	    -1442.7048081596	        0.0000000000
        1.6148330424	        0.7480315064	        0.4980315064	        7.4803150641	      -28.6127987229	        7.0304596440	        7.2965314747	       45.4526309501	        1.1203157878	        7.4858264260	       54.8705896851	       33.4366585216	        0.7153415079	        3.2386850924	       15.0308290331	      110.1749366830	       67.1376370594	        0.2048421546	        0.3290127876	       10.5843059357	       67.1752556813	       48.4020105319	        2.1966080051	        1.8453206029	        4.5729980620	       -4.2245964405	      143.1868121536	       10.3515123049	      147.4750710062	       -3.6985593582	       -7.1283782791	        2.4657062388	       -1.0358156427	    -1337.3654832941	    -1054.7782354766	      194.0536561769	       -6.5832970777	        0.3414647213	    -1339.1180888434	    -1354.2662331144	        0.0000000000
        1.7453467697	        0.7343703516	        0.4843703516	        7.3437035164	      -29.3253820852	        7.0224200039	        7.3049519412	       46.2981653931	        1.1225539672	        7.4835346094	       52.0635385665	       31.2419721633	        0.7403058532	        3.3091515425	       15.4500261712	      107.4870466168	       64.5001744172	        0.2121279991	        0.3318001025	       10.8828251185	       69.0698629000	       51.7759980825	        2.2867388822	        1.9166020015	        4.7575879902	       -4.1442000387	      142.9698871361	       10.6474707835	      147.4950567472	       -3.7346677928	       -7.1145262420	        2.4897785285	       -1.0693436000	    -1244.0040909915	     -963.5586870173	      195.5672979474	       -5.9825949154	        0.3446795802	    -1245.8452892624	    -1260.9745507416	        0.0000000000
        1.8864283991	        0.7210352813	        0.4710352813	        7.2103528134	      -30.0925299544	        7.0136672463	        7.3141326427	       47.1544193187	        1.1248205217	        7.4809905092	       49.2547383539	       29.0895862081	        0.7672222994	        3.3810214388	       15.8820173466	      104.5669832066	       61.7567035004	        0.2199961395	        0.3346260622	       11.1909193180	       71.0252397341	       55.4277338803	        2.3886581957	        1.9974016139	        4.9529205157	       -4.0566724626	      142.7584914325	       10.9435654935	      147.5156559576	       -3.7610231127	       -7.0979995027	        2.5073487418	       -1.0923015407	    -1145.7464416506	     -867.9729260683	      196.7616607015	       -5.3670565767	        0.3482342639	    -1147.6711589346	    -1162.7725973447	        0.0000000000
        2.0405724991	        0.7080621876	        0.4580621876	        7.0806218756	      -30.9145695934	        7.0040645860	        7.3242215184	       48.0183811500	        1.1271074795	        7.4781681976	       46.4449308135	       26.9885781585	        0.7964727212	        3.4544885463	       16.3256614510	      101.3943784822	       58.9190264808	        0.2285616474	        0.3375488208	       11.5078650294	       73.0367943248	       59.3687994835	        2.5040544294	        2.0900512352	        5.1589759988	       -3.9606458598	      142.5531729294	       11.2397795162	      147.5364492372	       -3.7752445267	       -7.0784781888	        2.5168296845	       -1.1022900724	    -1042.6220366567	     -768.8217249206	      197.1017012736	       -4.7419467661	        0.3521385032	    -1044.6232509900	    -1059.6864829838	        0.0000000000
        2.2112384799	        0.6954853594	        0.4454853594	        6.9548535935	      -31.7902176092	        6.9934527620	        7.3353922361	       48.8867228372	        1.1294060310	        7.4750371797	       43.6345570994	       24.9486722414	        0.8284445660	        3.5296246248	       16.7795350010	       97.9483526973	       56.0033494201	        0.2379413915	        0.3406084620	       11.8327521181	       75.0987503364	       63.6078381483	        2.6347874105	        2.1975535869	        5.3755742970	       -3.8545276203	      142.3544521098	       11.5361308625	      147.5569199970	       -3.7744370489	       -7.0554452713	        2.5162913659	       -1.0964174768	     -934.7630572492	     -667.1629358148	      195.9216447832	       -4.1134315897	        0.3563930875	     -936.8313765484	     -951.8440189410	        0.0000000000
        2.4034061327	        0.6833362306	        0.4333362306	        6.8333623058	      -32.7159372833	        6.9816443911	        7.3478512535	       49.7558866025	        1.1317067587	        7.4715611718	       40.8235385277	       22.9801519285	        0.8635081658	        3.6063197777	       17.2419489637	       94.2075359663	       53.0307652740	        0.2482472287	        0.3438182053	       12.1644982752	       77.2042386946	       68.1499668070	        2.7828458241	        2.3238434218	        5.6023656106	       -3.7364439113	      142.1628028256	       11.8326949357	      147.5764436919	       -3.7551076448	       -7.0281297401	        2.5034050965	       -1.0712231924	     -822.4189349229	     -564.3621842289	      192.3795229578	       -3.4885600469	        0.3609856678	     -824.5421250285	     -839.4891006257	        0.0000000000
        2.6245948652	        0.6716415621	        0.4216415621	        6.7164156207	      -33.6852361472	        6.9684173418	        7.3618465839	       50.6222394800	        1.1340000457	        7.4676962556	       38.0109427182	       21.0936177418	        0.9019714067	        3.6841999007	       17.7110060472	       90.1498954024	       50.0273683602	        0.2595723944	        0.3471520489	       12.5018933227	       79.3455787804	       72.9965973764	        2.9502708170	        2.4741683217	        5.8388434049	       -3.6041734180	      141.9786243728	       12.1296387453	      147.5942849221	       -3.7130926364	       -6.9954341313	        2.4753950909	       -1.0226126134	     -705.9610067855	     -462.1301264384	      185.3992088580	       -2.8751446545	        0.3658859599	     -708.1234873713	     -722.9861664518	        0.0000000000
        2.8868992800	        0.6604209607	        0.4104209607	        6.6042096068	      -34.6880443571	        6.9535077869	        7.3776779884	       51.4823151058	        1.1362767165	        7.4633877805	       35.1945233296	       19.2995115871	        0.9439979910	        3.7625191578	       18.1847139781	       85.7522561022	       47.0236986808	        0.2719669590	        0.3505284921	       12.8436857142	       81.5148274237	       78.1460251206	        3.1390471969	        2.6556461146	        6.0843925069	       -3.4550778694	      141.8022034505	       12.4272679310	      147.6096095330	       -3.6435291565	       -6.9558487988	        2.4290194377	       -0.9458342592	     -585.8690060899	     -362.5254982611	      173.5997190751	       -2.2814904371	        0.3710411552	     -588.0513571381	     -602.8065225509	        0.0000000000
        3.2115483578	        0.6496838923	        0.3996838923	        6.4968389229	      -35.7104537148	        6.9366055882	        7.3957064372	       52.3331429381	        1.1385289078	        7.4585643227	       32.3702161183	       17.6073304467	        0.9894711338	        3.8400364708	       18.6611581465	       80.9895438428	       44.0531399593	        0.2853969025	        0.3537918396	       13.1887172115	       83.7046336506	       83.5951358426	        3.3509875342	        2.8780666630	        6.3383826116	       -3.2860558822	      141.6336687149	       12.7260774955	      147.6215228463	       -3.5409447503	       -6.9073679881	        2.3606298336	       -0.8355702804	     -462.6910398129	     -267.8875841355	      155.2232969222	       -1.7159024489	        0.3763732749	     -464.8696112577	     -479.4882881783	        0.0000000000
        3.6409657795	        0.6394273939	        0.3894273939	        6.3942739390	      -36.7352390721	        6.9173604854	        7.4163546960	       53.1725733431	        1.1407509294	        7.4531229783	       29.5320341117	       16.0245611112	        1.0377871839	        3.9149121571	       19.1386715340	       75.8345061850	       41.1490340997	        0.2996821707	        0.3566974736	       13.5360735068	       85.9091946386	       89.3419986879	        3.5876698805	        3.1549625660	        6.6002891195	       -3.0936048535	      141.4729575150	       13.0267587027	      147.6291502524	       -3.3996327196	       -6.8474581520	        2.2664218131	       -0.6863033470	     -336.9804130902	     -180.6416592577	      128.1123305801	       -1.1859038192	        0.3817812725	     -339.1272339672	     -353.5735792945	        0.0000000000
        4.2806130234	        0.6296402319	        0.3796402319	        6.2964023186	      -37.7433346746	        6.8954261289	        7.4400706351	       53.9990907185	        1.1429387695	        7.4468789342	       26.6743118961	       14.5560103484	        1.0875882960	        3.9847039705	       19.6156210783	       70.2620788256	       38.3415906087	        0.3144165487	        0.3589175823	       13.8850347965	       88.1239420200	       95.3856747474	        3.8504344020	        3.5046488181	        6.8696748799	       -2.8742612893	      141.3198879179	       13.3299541835	      147.6317795091	       -3.2147093385	       -6.7732301434	        2.1431395590	       -0.4933534051	     -209.2812354880	     -102.9260282718	       89.8921665411	       -0.6972793696	        0.3871497418	     -211.3646431524	     -225.5955229851	        0.0000000000
        5.5545648460	        0.6203534989	        0.3703534989	        6.2035349892	      -38.7124859117	        6.8706822738	        7.4670977648	       54.8074606802	        1.1450785724	        7.4392458129	       23.8096934025	       13.2092105334	        1.1364128189	        4.0464417193	       20.0868787105	       64.2891007422	       35.6664931528	        0.3288637764	        0.3600985158	       14.2332065035	       90.3336781694	      101.6921803430	        4.1391534908	        3.9483486135	        7.1447133376	       -2.6268227377	      141.1749885131	       13.6343351230	      147.6290896390	       -2.9853439242	       -6.6824663634	        1.9902292828	       -0.2561040780	      -80.7728036588	      -36.2717915680	       38.8717453799	       -0.2548240290	        0.3923451627	      -82.7599526935	      -96.7276545737	        0.0000000000
       21.5865454401	        0.6147519462	        0.3647519462	        6.1475194623	      -39.3073614625	        6.8536364614	        7.4859105608	       55.3068602850	        1.1464005125	        7.4128472300	       22.0209329973	       12.4183675877	        1.1654785623	        4.0802645282	       20.3229819790	       60.3723522929	       34.0460625806	        0.3374609364	        0.3601969150	       14.4517880822	       91.7209465952	      105.7954439702	        4.3360396906	        4.2881907871	        7.3205781436	       -2.4563646141	      141.0900820593	       13.8245410618	      147.6250786593	       -2.8168341110	       -6.6158688854	        1.8778894073	       -0.0823930897	       -0.0200234286	       -0.1251209595	       -0.0308845667	        0.0332974835	        0.3955958400	       -1.9286123808	      -15.7036986959	        0.0000000000
       55.7050730645	        0.6146299216	        0.3646299216	        6.1462992159	      -39.3373420175	        6.8534139999	        7.4861551955	       55.3178405505	        1.1464295779	        7.3683044503	       22.0358207688	       12.4018094547	        1.1657966965	        4.0806313959	       20.2076242625	       60.4333859186	       34.0120454205	        0.3375538244	        0.3601452456	       14.4566244221	       91.7516413212	      105.8875052309	        4.3403716138	        4.2928053402	        7.3244972090	       -2.4541399990	      141.0931178859	       13.8226993960	      147.6249164718	       -2.8097590881	       -6.6149672138	        1.8731727254	       -0.0744107559	        0.0723111059	        0.0671909022	        0.0726454923	       -0.0339338441	        0.3958700824	       -1.8316071589	      -15.6022574156	        0.0000000000
       60.0070753792	        0.6146183321	        0.3646183321	        6.1461833214	      -39.3407615023	        6.8533876117	        7.4861842038	       55.3188836419	        1.1464323391	        7.3630028224	       22.0375909266	       12.3998323465	        1.1658345358	        4.0806752220	       20.1937263525	       60.4401616261	       34.0077040932	        0.3375649305	        0.3601416200	       14.4570839279	       91.7545576602	      105.8962549501	        4.3409265616	        4.2933529438	        7.3248696264	       -2.4538761175	      141.0935252148	       13.8224849069	      147.6249459958	       -2.8089134023	       -6.6148517301	        1.8726089349	       -0.0734612730	        0.0720194009	        0.0675892923	        0.0724174058	       -0.0339479958	        0.3959015644	       -1.8313359338	      -15.6014418458	        0.0000000000
