Time	V/V	Vw	Hct	Em	pHi	pHo	MCHC	Density	QNa	QK	QA	QCa	QMg	CNa	CK	CA	CCa2+	CMg2+	CHb	CX	COs	rA	rH	fHb	nHb	MNa	MK	MA	FNaP	FCaP	FKP	FNa	FK	FA	FH	FW	FNaG	FKG	FAG	FHG
        1.4573162921	        0.7695648809	        0.5195648809	        0.0000769565	      -36.5605310844	        7.1290997064	        7.4000009231	       44.1808102811	        1.1169492037	        7.4923383054	       62.2627837627	       32.7283826017	        0.0003512594	        2.5000000000	       14.4204094263	      119.8363978341	       62.9919068968	        0.0000612370	        0.2325642842	       10.1456392141	       64.3761877606	       43.7286262561	        2.3399832108	        1.8659552181	        4.3100908019	       -5.2109970639	      145.5048090648	        5.0000415851	      147.4000045555	       -3.3702671591	       -0.0596762294	        2.2468447727	       -0.6167702080	    -1402.3138429419	    -1105.7042504260	      297.2212139147	       -7.0381070166	        0.3953039148	    -1403.7177825302	    -1404.3810759631	        0.0000000000
        1.5936617960	        0.7542103806	        0.5042103806	        0.0000754210	      -37.4563934160	        7.1158803415	        7.4000010575	       45.0802599300	        1.1193300998	        7.4909170694	       59.1583154694	       30.3193394753	        0.0003570928	        2.5000000000	       14.8567291698	      117.3286345222	       60.1323190497	        0.0000617285	        0.2258576393	       10.4545999688	       66.3366079116	       46.9853469086	        2.4512609364	        1.9236263434	        4.4942271391	       -5.0788034155	      145.5048068321	        5.0000446128	      147.4000047013	       -3.3926363468	       -0.0608148489	        2.2617575646	       -0.6316500872	    -1330.0964700141	    -1014.9091074978	      315.8138987114	       -6.4793214015	        0.4005216527	    -1331.5773523001	    -1332.2417806886	        0.0000000000
        1.7387142151	        0.7392438764	        0.4892438764	        0.0000739244	      -38.4070880930	        7.1009741814	        7.4000012072	       45.9929410136	        1.1217460203	        7.4893873345	       56.0352826768	       27.9805403029	        0.0003632324	        2.5000000000	       15.3080860005	      114.5344589573	       57.1913960604	        0.0000622567	        0.2193538578	       10.7744175946	       68.3659171634	       50.5322583248	        2.5773108367	        1.9907972207	        4.6900222570	       -4.9297418145	      145.5048046559	        5.0000476610	      147.4000048340	       -3.4001359116	       -0.0620442874	        2.2667572744	       -0.6309420783	    -1253.8047189667	     -920.5442197385	      333.8864025151	       -5.9073859408	        0.4061138302	    -1255.3540627632	    -1256.0142444914	        0.0000000000
        1.8941362467	        0.7247022465	        0.4747022465	        0.0000724702	      -39.4097670196	        7.0841364097	        7.4000013745	       46.9158197943	        1.1241889347	        7.4877753924	       52.8919537527	       25.7231848026	        0.0003696834	        2.5000000000	       15.7736253579	      111.4213259907	       54.1880410167	        0.0000628231	        0.2130690043	       11.1044720530	       70.4601812447	       54.3854663880	        2.7201574772	        2.0694977794	        4.8976183765	       -4.7613640973	      145.5048025417	        5.0000507316	      147.4000049479	       -3.3882266245	       -0.0633637463	        2.2588177496	       -0.6101262444	    -1173.5722262822	     -823.2249111726	      350.9525245231	       -5.3269167401	        0.4120702367	    -1175.1780738332	    -1175.8271318941	        0.0000000000
        2.0620219899	        0.7106249329	        0.4606249329	        0.0000710625	      -40.4575071027	        7.0650841670	        7.4000015618	       47.8452111996	        1.1266490885	        7.4861273987	       49.7264849432	       23.5603857884	        0.0003764439	        2.5000000000	       16.2521106944	      107.9543927992	       51.1487418588	        0.0000634284	        0.2070196025	       11.4438395592	       72.6135385478	       58.5573650824	        2.8817914122	        2.1623072020	        5.1169334190	       -4.5708416702	      145.5048004950	        5.0000538267	      147.4000050357	       -3.3513779654	       -0.0647665310	        2.2342519769	       -0.5637351115	    -1089.6876119366	     -723.9357491861	      366.3108561051	       -4.7439968853	        0.4183547545	    -1091.3337441328	    -1091.9630070789	        0.0000000000
        2.2450329221	        0.6970528942	        0.4470528942	        0.0000697053	      -41.5376611897	        7.0434995189	        7.4000017722	       48.7767862138	        1.1291150223	        7.4845203328	       46.5369730873	       21.5070763906	        0.0003835017	        2.5000000000	       16.7419122657	      104.0972414926	       48.1085720946	        0.0000640721	        0.2012221230	       11.7912620584	       74.8180064547	       63.0550710701	        3.0639031397	        2.2724914263	        5.3476100148	       -4.3549951886	      145.5047985218	        5.0000569483	      147.4000050885	       -3.2831174865	       -0.0662372187	        2.1887449910	       -0.4854191941	    -1002.6257165711	     -624.1207955228	      378.9858314697	       -4.1662715919	        0.4248938068	    -1004.2909037183	    -1004.8896364156	        0.0000000000
        2.4465842194	        0.6840265877	        0.4340265877	        0.0000684027	      -42.6301499085	        7.0190412391	        7.4000020088	       49.7056702368	        1.1315738330	        7.4830781951	       43.3215558119	       19.5795053015	        0.0003908317	        2.5000000000	       17.2410594365	       99.8131382790	       45.1113039102	        0.0000647517	        0.1956920876	       12.1451495811	       77.0634962785	       67.8790264452	        3.2674738329	        2.4041456210	        5.5889823334	       -4.1104123909	      145.5047966279	        5.0000600986	      147.4000050960	       -3.1763719802	       -0.0677484959	        2.1175813201	       -0.3683039404	     -913.0620664684	     -525.7524678046	      387.6736865364	       -3.6028657545	        0.4315639060	     -914.7195699068	     -915.2748320971	        0.0000000000
        2.6711073967	        0.6715824908	        0.4215824908	        0.0000671582	      -43.7063355087	        6.9913714740	        7.4000022746	       50.6266921313	        1.1340118321	        7.4819950733	       40.0785842928	       17.7940270458	        0.0003983940	        2.5000000000	       17.7474046894	       95.0670039009	       42.2076994093	        0.0000654630	        0.1904426088	       12.5036450638	       79.3382245647	       73.0223689323	        3.4922539515	        2.5623048614	        5.8400865155	       -3.8337147403	      145.5047948183	        5.0000632794	      147.4000050472	       -3.0243240111	       -0.0692586134	        2.0162160074	       -0.2058551664	     -821.8490184485	     -431.3305351219	      390.7204717515	       -3.0639730443	        0.4381825046	     -823.4667178329	     -823.9635179771	        0.0000000000
        2.9244414526	        0.6597477444	        0.4097477444	        0.0000659748	      -44.7296793272	        6.9602037981	        7.4000025723	       51.5348484178	        1.1364157752	        7.4815663980	       36.8068928473	       16.1648696711	        0.0004061357	        2.5000000000	       18.2589568846	       89.8281768555	       39.4507837889	        0.0000661996	        0.1854822197	       12.8647879138	       81.6297509466	       78.4719931206	        3.7363010510	        2.7529528561	        6.0997502366	       -3.5220379805	      145.5047930967	        5.0000664919	      147.4000049320	       -2.8220127019	       -0.0707114176	        1.8813418013	        0.0065295956	     -729.9257374132	     -343.7328859555	      386.1828513006	       -2.5599235463	        0.4445103338	     -731.4674187167	     -731.8893973045	        0.0000000000
        3.2144179007	        0.6485349571	        0.3985349571	        0.0000648535	      -45.6596167688	        6.9253808628	        7.4000029033	       52.4258555843	        1.1387743236	        7.4822290048	       33.5067283647	       14.7010111153	        0.0004139978	        2.5000000000	       18.7743355314	       84.0747537235	       36.8876327033	        0.0000669542	        0.1808128783	       13.2267389250	       83.9264052791	       84.2113072944	        3.9959193350	        2.9827856186	        6.3667475235	       -3.1738086280	      145.5047914645	        5.0000697360	      147.4000047430	       -2.5687444519	       -0.0720415827	        1.7124963013	        0.2691509540	     -638.1573410184	     -265.8378596294	      372.0472860976	       -2.0996566004	        0.4502754545	     -639.5857097422	     -639.9165965182	        0.0000000000
        3.5520087395	        0.6379339860	        0.3879339860	        0.0000637934	      -46.4599837531	        6.8869568974	        7.4000032671	       53.2970507055	        1.1410804283	        7.4846118459	       30.1799412234	       13.4020720202	        0.0004219321	        2.5000000000	       19.2935192984	       77.7965899110	       34.5473005795	        0.0000677204	        0.1764268207	       13.5881825757	       86.2198403041	       90.2271137430	        4.2666142363	        3.2587149249	        6.6401163835	       -2.7895689745	      145.5047899196	        5.0000730098	      147.4000044794	       -2.2706536845	       -0.0731878101	        1.5137691230	        0.5755297530	     -547.0848866587	     -199.8415247295	      346.6652233047	       -1.6885069108	        0.4552286968	     -548.3664227226	     -548.5922819057	        0.0000000000
        3.9537186526	        0.6279074385	        0.3779074385	        0.0000627907	      -47.1096853457	        6.8452486240	        7.4000036609	       54.1481083258	        1.1433332279	        7.4896144468	       26.8297763916	       12.2555014267	        0.0004299238	        2.5000000000	       19.8186478572	       70.9956292367	       32.4299026090	        0.0000684963	        0.1723050712	       13.9487009041	       88.5074039663	       96.5180447857	        4.5451879990	        3.5871954241	        6.9195006366	       -2.3724862399	      145.5047884557	        5.0000763098	      147.4000041481	       -1.9419404405	       -0.0741112181	        1.2946269603	        0.9112708008	     -456.6975462188	     -146.4510614113	      309.3330324529	       -1.3261624963	        0.4592160439	     -457.8082545983	     -457.9200592626	        0.0000000000
        4.4468578006	        0.6183988813	        0.3683988813	        0.0000618399	      -47.6089864937	        6.8008173923	        7.4000040795	       54.9806945498	        1.1455371326	        7.4985763980	       23.4613315003	       11.2381460791	        0.0004380025	        2.5000000000	       20.3545037178	       63.6845894336	       30.5053751546	        0.0000692856	        0.1684211820	       14.3087237712	       90.7918238246	      103.0971269876	        4.8319354545	        3.9736232415	        7.2051937431	       -1.9281739231	      145.5047870632	        5.0000796307	      147.4000037639	       -1.6032513127	       -0.0748084785	        1.0688342085	        1.2557375317	     -366.4182364696	     -104.4269457542	      260.7337858376	       -1.0063016659	        0.4622235849	     -367.3482359053	     -367.3438536000	        0.0000000000
        5.0830091304	        0.6093520325	        0.3593520325	        0.0000609352	      -47.9744818960	        6.7543520765	        7.4000045165	       55.7969747946	        1.1476978745	        7.5137522183	       20.0817194583	       10.3230607865	        0.0004462298	        2.5000000000	       20.9091685537	       55.8831386511	       28.7268746299	        0.0000700971	        0.1647492680	       14.6689523150	       93.0775487435	      109.9840492712	        5.1310838803	        4.4223431657	        7.4977440044	       -1.4635207648	      145.5047857317	        5.0000829651	      147.4000033454	       -1.2769891827	       -0.0753069842	        0.8513261218	        1.5866862022	     -275.3681484584	      -70.9917145832	      202.7883929362	       -0.7188902769	        0.4643466756	     -276.1229154305	     -276.0075700948	        0.0000000000
        5.9800467244	        0.6007402477	        0.3507402477	        0.0000600740	      -48.2222634148	        6.7065483879	        7.4000049655	       56.5968405279	        1.1498151661	        7.5399098840	       16.7020955213	        9.4894957106	        0.0004546517	        2.5000000000	       21.4971333704	       47.6195578607	       27.0556224208	        0.0000709377	        0.1612758698	       15.0291215891	       95.3628975840	      117.1811642811	        5.4480359246	        4.9369255454	        7.7969403326	       -0.9854838794	      145.5047844525	        5.0000863017	      147.4000029096	       -0.9821029035	       -0.0756389373	        0.6547352690	        1.8852984828	     -182.8400650050	      -43.1627182561	      137.7911256778	       -0.4546215692	        0.4656771948	     -183.4379477097	     -183.2230766237	        0.0000000000
        7.5212135285	        0.5926258336	        0.3426258336	        0.0000592626	      -48.3479613623	        6.6583227841	        7.4000054181	       57.3717817714	        1.1518664812	        7.5920698774	       13.3512809630	        8.7329830698	        0.0004631930	        2.5000000000	       22.1584864067	       38.9675256561	       25.4883964145	        0.0000718007	        0.1580232910	       15.3850565597	       97.6213788897	      124.6065770712	        5.7830237757	        5.5167414928	        8.0991952540	       -0.5032278413	      145.5047832196	        5.0000896119	      147.4000024701	       -0.7321794894	       -0.0758087836	        0.4881196596	        2.1378209840	      -88.9774350526	      -19.1218966262	       67.7172619008	       -0.2091253665	        0.4661592377	      -89.4456652963	      -89.1473015631	        0.0000000000
       14.3109847637	        0.5861661929	        0.3361661929	        0.0000586166	      -48.2287527946	        6.6171665872	        7.4000058040	       58.0040275445	        1.1535400729	        7.8489621896	       10.3551055712	        8.1631880412	        0.0004702641	        2.5000000000	       23.3484578605	       30.8035304834	       24.2831915078	        0.0000725124	        0.1554484337	       15.6806899100	       99.4972338916	      131.0154983736	        6.0700424011	        6.0651174694	        8.3552126294	       -0.0916658724	      145.5047820228	        5.0000925758	      147.4000020877	       -0.5592225919	       -0.0756684024	        0.3728150613	        2.3092418270	       -3.7315501247	       -0.1132720142	        1.3090341317	       -0.0030050906	        0.4647240295	       -4.1151879247	       -3.7612008716	        0.0000000000
       30.0245457310	        0.5871281411	        0.3371281411	        0.0000587128	      -47.8360219796	        6.6219146633	        7.4000057593	       57.9089939968	        1.1532885135	        8.4497325255	       10.1324111650	        8.2909743056	        0.0004685222	        2.5000000000	       25.0638599828	       30.0550738098	       24.5929464026	        0.0000723008	        0.1558310494	       15.6359472449	       99.2133323896	      130.0312896903	        5.9935885554	        5.9991689929	        8.3161760304	       -0.1391466335	      145.5047815620	        5.0000928033	      147.4000021017	       -0.5854060379	       -0.0751823576	        0.3902706919	        2.2738172183	       -0.4184420372	        0.5959270409	       -1.2594304276	       -0.0051267874	        0.4611678880	       -0.8206309683	       -0.4794337813	       -0.0000000000
