Time	V/V	Vw	Hct	Em	pHi	pHo	MCHC	Density	QNa	QK	QA	QCa	QMg	CNa	CK	CA	CCa2+	CMg2+	CHb	CX	COs	rA	rH	fHb	nHb	MNa	MK	MA	FNaP	FCaP	FKP	FNa	FK	FA	FH	FW	FNaG	FKG	FAG	FHG
        2.6113101982	        0.9537523916	        0.7037523916	        9.5375239159	      -70.1639479496	        7.2238406165	        7.3892541102	       35.6486655236	        1.0943641146	        7.5062678536	       92.6689010011	       66.7308914005	        4.0057268756	        2.7829026286	       10.6660637226	      131.6782750708	       94.8215483148	        1.1936346488	        0.3616610265	        7.4903018341	       47.5385862706	       21.9512561104	        1.5518165103	        1.4635699829	        2.9306237047	       -6.1584061645	      144.7583721940	        6.3403831405	      147.1456442068	       -3.0759824326	       -7.7775406885	        2.0506549550	       -0.1299499053	     -269.4940219060	     -199.7869480124	       24.3772305914	       -1.4029761523	        0.6189691690	     -270.1086213434	     -286.0700413069	        0.0000000000
        3.1646901194	        0.9407567657	        0.6907567657	        9.4075676567	      -69.3628736992	        7.2200642334	        7.3943005132	       36.1411166422	        1.0956676617	        7.5045877665	       90.2157572061	       64.8422725863	        4.1286619501	        2.8435375113	       10.8642986062	      130.6042324737	       93.8713535779	        1.2304006669	        0.3673472549	        7.6312214247	       48.4329585222	       22.8531480217	        1.5674965339	        1.4936067919	        2.9946907251	       -6.1206423339	      144.5496843210	        6.6036085574	      147.1430213619	       -3.1690855047	       -7.7888564156	        2.1127236698	       -0.2334877430	     -262.4556927239	     -208.3065467985	       19.2920908971	       -1.4098684554	        0.6123057791	     -263.1660872700	     -279.1878380491	        0.0000000000
        3.7513465549	        0.9270477645	        0.6770477645	        9.2704776454	      -68.5680777070	        7.2167854406	        7.3988990092	       36.6755644105	        1.0970823764	        7.5017856716	       87.6864552903	       62.7922831150	        4.2300791922	        2.8967597434	       11.0801424426	      129.5129529743	       92.7442440603	        1.2607023602	        0.3708573358	        7.7857399515	       49.4136389377	       23.8719981012	        1.5865854079	        1.5209452070	        3.0661180890	       -6.0878544056	      144.3299815256	        6.8743767774	      147.1466642912	       -3.2641068324	       -7.7932222305	        2.1760712216	       -0.3388712102	     -254.9161022553	     -210.0893343449	       16.3799580291	       -1.3910141862	        0.6056643549	     -255.7265671359	     -271.7953660286	        0.0000000000
        4.3670133145	        0.9129478803	        0.6629478803	        9.1294788027	      -67.7787544409	        7.2137634443	        7.4032685535	       37.2419945702	        1.0985817503	        7.4977575515	       85.1113457005	       60.6472256876	        4.3190142878	        2.9452152761	       11.3097239988	      128.3831628900	       91.4811367415	        1.2872524557	        0.3729046023	        7.9513306948	       50.4645912238	       24.9992322084	        1.6085771960	        1.5470527037	        3.1440312531	       -6.0576344434	      144.1044904488	        7.1495147932	      147.1544704281	       -3.3604987855	       -7.7929877033	        2.2403325236	       -0.4454855255	     -247.0189517656	     -207.4486923851	       14.8631810611	       -1.3553106704	        0.5990628084	     -247.9328349028	     -264.0398980252	        0.0000000000
        5.0088722661	        0.8986910456	        0.6486910456	        8.9869104562	      -66.9934866648	        7.2108257849	        7.4075668297	       37.8328015681	        1.1001456512	        7.4924136978	       82.5125757071	       58.4552432951	        4.4018439011	        2.9910247065	       11.5500495164	      127.1985735955	       90.1126101397	        1.3119655195	        0.3740528981	        8.1260838500	       51.5736944520	       26.2292919281	        1.6331222620	        1.5730446314	        3.2277899677	       -6.0282578487	      143.8769893600	        7.4267222277	      147.1649097043	       -3.4578049261	       -7.7898298952	        2.3052032840	       -0.5528306028	     -238.8672685604	     -202.0467750107	       14.2009505283	       -1.3091285055	        0.5925078254	     -239.8871845802	     -256.0269234204	        0.0000000000
        5.6755378153	        0.8844343777	        0.6344343777	        8.8443437771	      -66.2104117702	        7.2078561202	        7.4119011951	       38.4426486089	        1.1017599522	        7.4856685127	       79.9050215701	       56.2486403455	        4.4828221104	        3.0356244521	       11.7989642044	      125.9468660230	       88.6595088814	        1.3361188875	        0.3746834888	        8.3086888331	       52.7326307588	       27.5598845587	        1.6600245159	        1.5997240534	        3.3169956310	       -5.9985612022	      143.6500066129	        7.7044664329	      147.1769583097	       -3.5556872122	       -7.7848097596	        2.3704581414	       -0.6605432010	     -230.5277912669	     -194.9862653705	       14.0392914382	       -1.2566793891	        0.5859972087	     -231.6558291118	     -247.8246666285	        0.0000000000
        6.3668176845	        0.8702786146	        0.6202786146	        8.7027861457	      -65.4273752862	        7.2047782447	        7.4163429887	       39.0679483911	        1.1034151575	        7.4774325242	       77.2981560910	       54.0480353381	        4.5646755186	        3.0798969739	       12.0549578021	      124.6184444778	       87.1350939211	        1.3605312958	        0.3750321167	        8.4983065764	       53.9360748453	       28.9915319305	        1.6892157237	        1.6276639472	        3.4114481126	       -5.9677824471	      143.4251566754	        7.9817825291	      147.1899707405	       -3.6539029670	       -7.7785472451	        2.4359353114	       -0.7683677548	     -222.0399412412	     -186.9572590990	       14.1575185313	       -1.2005932418	        0.5795226658	     -223.2778284542	     -239.4733549308	        0.0000000000
        7.0834530136	        0.8562870952	        0.6062870952	        8.5628709515	      -64.6420248587	        7.2015420208	        7.4209401933	       39.7063090084	        1.1051049356	        7.4676068660	       74.6978348764	       51.8662588879	        4.6491170809	        3.1243447979	       12.3169483990	      123.2053848313	       85.5473575187	        1.3857171392	        0.3752359240	        8.6944252510	       55.1807782948	       30.5269148947	        1.7207259308	        1.6572887128	        3.5110906142	       -5.9354202076	      143.2034499460	        8.2580843501	      147.2035563979	       -3.7522676774	       -7.7713782083	        2.5015117850	       -0.8761143221	     -213.4246613206	     -178.3741894126	       14.4226241490	       -1.1424515120	        0.5730719841	     -214.7738717390	     -230.9942998944	        0.0000000000
        7.8269233580	        0.8424998972	        0.5924998972	        8.4249989721	      -63.8518523345	        7.1981130567	        7.4257267839	       40.3560880097	        1.1068249388	        7.4560793785	       72.1076482862	       49.7112814865	        4.7372248952	        3.1692295244	       12.5841024001	      121.7006933263	       83.9009115792	        1.4120002008	        0.3753705696	        8.8967404961	       56.4648094255	       32.1702679205	        1.7546589451	        1.6889380779	        3.6159611416	       -5.9011305669	      142.9855226326	        8.5330222601	      147.2174850082	       -3.8506211836	       -7.7634649966	        2.5670807891	       -0.9836216309	     -204.6913056971	     -169.4792908628	       14.7558540245	       -1.0831872042	        0.5666304344	     -206.1531178283	     -222.3969464258	        0.0000000000
        8.5993343110	        0.8289432122	        0.5789432122	        8.2894321216	      -63.0542026852	        7.1944658676	        7.4307289682	       41.0160786666	        1.1085719729	        7.4427213865	       69.5298298367	       47.5881708371	        4.8296943281	        3.2146655232	       12.8557019587	      120.0978409913	       82.1983397296	        1.4395893541	        0.3754751362	        9.1050688889	       57.7870041102	       33.9269048282	        1.7911751337	        1.7229120187	        3.7261557537	       -5.8646586761	      142.7717888352	        8.8063880373	      147.2316221564	       -3.9488018336	       -7.7548666513	        2.6325345557	       -1.0907294552	     -195.8424132723	     -160.4124948336	       15.1104297906	       -1.0233531092	        0.5601815696	     -197.4179316768	     -213.6837401286	        0.0000000000
        9.4033800324	        0.8156351211	        0.5656351211	        8.1563512111	      -62.2462646295	        7.1905796157	        7.4359691159	       41.6853064807	        1.1103434583	        7.4273844095	       66.9658239174	       45.5003090012	        4.9269941284	        3.2606779082	       13.1310523911	      118.3904984291	       80.4410958637	        1.4686254404	        0.3755674904	        9.3192901797	       59.1465991624	       35.8028749989	        1.8304808849	        1.7595009277	        3.8418027885	       -5.8257961570	      142.5625341955	        9.0780556154	      147.2458883357	       -4.0466277417	       -7.7455808463	        2.6977518278	       -1.1972589971	     -186.8767900687	     -151.2555309932	       15.4575874386	       -0.9632896257	        0.5537076230	     -188.5669406588	     -204.8532608635	        0.0000000000
       10.0010528254	        0.8062556237	        0.5562556237	        8.0625562367	      -61.6590984820	        7.1876361246	        7.4398836770	       42.1702484944	        1.1116271284	        7.4150772423	       65.1368558485	       44.0266664480	        4.9999062292	        3.2940017638	       13.3303411719	      117.0987817060	       79.1482630913	        1.4903875482	        0.3756296352	        9.4764306286	       60.1439200921	       37.2247500189	        1.8605103966	        1.7875061815	        3.9281404020	       -5.7963612463	      142.4154043333	        9.2717128799	      147.2561663522	       -4.1164182147	       -7.7384800674	        2.7442788098	       -1.2731536011	     -180.3762090733	     -144.6644414174	       15.6909994640	       -0.9202209929	        0.5490407738	     -182.1489936248	     -198.4490431607	        0.0000000000
